HEROIC,ENCE,Team Liquid,FaZe Clan,Virtus.pro,Natus Vincere,Apeks,Skade,We Live Again,Karagümrük Espor,Where Team,Bystanders,Entropiq,Blaze Esports,Orgless (EU),Norsemen Hkraft,tournament,tournament_number,game_number,Redline,AfterAlt,BBL Esports,EXhalatioN,Digital Athletics,FIVE,Mutiny,SuperMassive Blaze,Road To Glory,Question Mark,PLAN B,DiNG,SKA Esports,Hall of Game,Tokyo Manji Gang,Galakticos,Vanir,Gear Up,type
,1,4,3,8,8,,13.0,,,,,4.0,,8.0,,esl_summer,3,23,0.0,,,,2.0,,1.0,0.0,,14.0,3.0,3.0,16.0,,,,,,p
5.0,9,4,1,8,0,,,,,,,,,,,data/pcs5.csv,4,0,,,6.0,6.0,3.0,,,2.0,,3.0,,,,1.0,4.0,0.0,7.0,1.0,k
7.0,14,4,1,18,0,,,,,,,,,,,data/pcs5.csv,4,1,,,7.0,7.0,6.0,,,2.0,,3.0,,,,5.0,4.0,0.0,13.0,1.0,p
4.0,7,1,5,5,2,,,,,,,,,,,data/pcs5.csv,4,2,,,5.0,6.0,5.0,,,0.0,,0.0,,,,2.0,0.0,4.0,9.0,3.0,k
4.0,7,2,11,8,4,,,,,,,,,,,data/pcs5.csv,4,3,,,5.0,16.0,5.0,,,0.0,,0.0,,,,2.0,0.0,8.0,14.0,4.0,p
13.0,3,3,6,6,6,,,,,,,,,,,data/pcs5.csv,4,4,,,0.0,1.0,11.0,,,1.0,,2.0,,,,2.0,1.0,0.0,2.0,4.0,k
19.0,3,8,6,9,8,,,,,,,,,,,data/pcs5.csv,4,5,,,4.0,1.0,21.0,,,1.0,,2.0,,,,3.0,1.0,0.0,3.0,4.0,p
10.0,3,4,6,6,0,,,,,,,,,,,data/pcs5.csv,4,6,,,4.0,1.0,6.0,,,2.0,,2.0,,,,0.0,9.0,0.0,3.0,5.0,k
20.0,4,6,7,11,0,,,,,,,,,,,data/pcs5.csv,4,7,,,8.0,1.0,12.0,,,2.0,,2.0,,,,0.0,12.0,0.0,3.0,5.0,p
9.0,2,4,2,11,0,,,,,,,,,,,data/pcs5.csv,4,8,,,1.0,3.0,7.0,,,1.0,,0.0,,,,0.0,1.0,14.0,1.0,3.0,k
13.0,2,5,2,21,5,,,,,,,,,,,data/pcs5.csv,4,9,,,1.0,5.0,10.0,,,1.0,,0.0,,,,0.0,1.0,20.0,1.0,4.0,p
4.0,0,4,4,4,5,,,,,,,,,,,data/pcs5.csv,4,10,,,15.0,1.0,0.0,,,5.0,,3.0,,,,1.0,0.0,7.0,1.0,6.0,k
4.0,0,5,4,9,5,,,,,,,,,,,data/pcs5.csv,4,11,,,25.0,1.0,0.0,,,8.0,,3.0,,,,2.0,0.0,13.0,3.0,10.0,p
10.0,7,3,7,0,8,,,,,,,,,,,data/pcs5.csv,4,12,,,4.0,3.0,1.0,,,1.0,,3.0,,,,4.0,3.0,5.0,1.0,2.0,k
11.0,17,4,7,0,14,,,,,,,,,,,data/pcs5.csv,4,13,,,8.0,8.0,4.0,,,3.0,,3.0,,,,4.0,3.0,5.0,1.0,2.0,p
5.0,0,2,2,5,6,,,,,,,,,,,data/pcs5.csv,4,14,,,2.0,1.0,4.0,,,9.0,,0.0,,,,5.0,5.0,6.0,3.0,5.0,k
5.0,0,2,2,10,12,,,,,,,,,,,data/pcs5.csv,4,15,,,2.0,2.0,5.0,,,12.0,,0.0,,,,15.0,5.0,10.0,3.0,7.0,p
3.0,6,5,6,2,0,,,,,,,,,,,data/pcs5.csv,4,16,,,14.0,0.0,7.0,,,1.0,,8.0,,,,1.0,3.0,1.0,2.0,2.0,k
3.0,11,5,6,2,0,,,,,,,,,,,data/pcs5.csv,4,17,,,24.0,0.0,11.0,,,2.0,,14.0,,,,2.0,5.0,4.0,2.0,2.0,p
7.0,4,9,0,3,7,,,,,,,,,,,data/pcs5.csv,4,18,,,3.0,7.0,4.0,,,4.0,,4.0,,,,1.0,5.0,2.0,0.0,2.0,k
13.0,4,11,0,6,7,,,,,,,,,,,data/pcs5.csv,4,19,,,3.0,12.0,14.0,,,4.0,,8.0,,,,1.0,6.0,2.0,0.0,3.0,p
3.0,5,12,1,4,2,,,,,,,,,,,data/pcs5.csv,4,20,,,7.0,5.0,0.0,,,8.0,,0.0,,,,1.0,1.0,0.0,2.0,8.0,k
3.0,5,18,2,4,3,,,,,,,,,,,data/pcs5.csv,4,21,,,11.0,5.0,0.0,,,18.0,,0.0,,,,4.0,1.0,0.0,4.0,13.0,p
2.0,5,4,4,7,3,,,,,,,,,,,data/pcs5.csv,4,22,,,0.0,3.0,3.0,,,3.0,,7.0,,,,3.0,2.0,5.0,1.0,8.0,k
2.0,6,6,5,13,3,,,,,,,,,,,data/pcs5.csv,4,23,,,0.0,3.0,7.0,,,3.0,,17.0,,,,3.0,2.0,8.0,1.0,13.0,p
5.0,9,0,3,3,4,,,,,,,,,,,data/pcs5.csv,4,24,,,4.0,0.0,4.0,,,2.0,,4.0,,,,9.0,2.0,3.0,5.0,0.0,k
5.0,14,0,3,4,8,,,,,,,,,,,data/pcs5.csv,4,25,,,7.0,0.0,4.0,,,2.0,,10.0,,,,19.0,3.0,3.0,7.0,0.0,p
1.0,6,11,0,10,9,,,,,,,,,,,data/pcs5.csv,4,26,,,1.0,0.0,1.0,,,5.0,,3.0,,,,6.0,0.0,0.0,3.0,1.0,k
1.0,10,16,0,20,11,,,,,,,,,,,data/pcs5.csv,4,27,,,1.0,0.0,2.0,,,8.0,,9.0,,,,6.0,0.0,0.0,4.0,1.0,p
3.0,6,7,8,5,4,,,,,,,,,,,data/pcs5.csv,4,28,,,0.0,1.0,1.0,,,3.0,,11.0,,,,1.0,0.0,0.0,8.0,4.0,k
3.0,9,11,14,5,4,,,,,,,,,,,data/pcs5.csv,4,29,,,0.0,1.0,1.0,,,5.0,,21.0,,,,1.0,1.0,1.0,13.0,4.0,p
6.0,5,9,5,1,13,,,,,,,,,,,data/pcs5.csv,4,30,,,0.0,0.0,12.0,,,4.0,,0.0,,,,1.0,0.0,1.0,2.0,1.0,k
10.0,5,14,6,2,23,,,,,,,,,,,data/pcs5.csv,4,31,,,0.0,0.0,18.0,,,7.0,,0.0,,,,1.0,0.0,3.0,2.0,1.0,p
2.0,5,16,5,6,1,,,,,,,,,,,data/pcs5.csv,4,32,,,0.0,3.0,6.0,,,2.0,,1.0,,,,0.0,3.0,0.0,4.0,6.0,k
2.0,11,26,6,6,1,,,,,,,,,,,data/pcs5.csv,4,33,,,1.0,3.0,10.0,,,5.0,,1.0,,,,0.0,3.0,0.0,6.0,11.0,p
0.0,4,6,12,7,0,,,,,,,,,,,data/pcs5.csv,4,34,,,0.0,7.0,2.0,,,4.0,,0.0,,,,1.0,1.0,3.0,0.0,14.0,k
1.0,9,12,22,7,1,,,,,,,,,,,data/pcs5.csv,4,35,,,0.0,11.0,5.0,,,4.0,,0.0,,,,1.0,1.0,3.0,0.0,16.0,p
1.0,2,4,1,4,14,,,,,,,,,,,data/pcs5.csv,4,36,,,2.0,4.0,3.0,,,0.0,,3.0,,,,3.0,9.0,3.0,6.0,0.0,k
1.0,3,10,1,4,19,,,,,,,,,,,data/pcs5.csv,4,37,,,2.0,5.0,6.0,,,0.0,,3.0,,,,3.0,13.0,5.0,16.0,0.0,p
0.0,1,0,8,0,0,,,,,,,,,,,data/pcs5.csv,4,38,,,10.0,0.0,5.0,,,4.0,,6.0,,,,3.0,18.0,2.0,0.0,2.0,k
0.0,1,0,10,0,4,,,,,,,,,,,data/pcs5.csv,4,39,,,15.0,0.0,5.0,,,4.0,,7.0,,,,4.0,28.0,5.0,0.0,8.0,p
1.0,3,6,4,0,10,,,,,,,,,,,data/pcs5.csv,4,40,,,6.0,6.0,1.0,,,4.0,,0.0,,,,4.0,8.0,1.0,3.0,0.0,k
1.0,3,9,4,0,16,,,,,,,,,,,data/pcs5.csv,4,41,,,7.0,16.0,5.0,,,5.0,,0.0,,,,4.0,10.0,1.0,8.0,0.0,p
5.0,0,7,18,3,2,,,,,,,,,,,data/pcs5.csv,4,42,,,2.0,1.0,3.0,,,12.0,,1.0,,,,0.0,1.0,8.0,0.0,0.0,k
9.0,0,10,28,4,2,,,,,,,,,,,data/pcs5.csv,4,43,,,2.0,1.0,8.0,,,18.0,,1.0,,,,0.0,1.0,9.0,2.0,0.0,p
15.0,2,1,0,0,7,,,,,,,,,,,data/pcs5.csv,4,44,,,1.0,7.0,6.0,,,1.0,,3.0,,,,0.0,0.0,12.0,0.0,5.0,k
25.0,3,1,0,0,8,,,,,,,,,,,data/pcs5.csv,4,45,,,1.0,13.0,10.0,,,1.0,,3.0,,,,0.0,0.0,17.0,3.0,7.0,p
2.0,5,4,1,2,16,,,,,,,,,,,data/pcs5.csv,4,46,,,7.0,3.0,7.0,,,1.0,,0.0,,,,3.0,1.0,4.0,0.0,3.0,k
2.0,8,4,1,2,26,,,,,,,,,,,data/pcs5.csv,4,47,,,13.0,3.0,12.0,,,5.0,,1.0,,,,3.0,1.0,6.0,0.0,4.0,p
1.0,13,5,1,3,10,,,,,,,,,,,data/pcs5.csv,4,48,,,2.0,2.0,2.0,,,5.0,,3.0,,,,3.0,0.0,9.0,2.0,0.0,k
1.0,19,5,1,13,14,,,,,,,,,,,data/pcs5.csv,4,49,,,3.0,2.0,5.0,,,5.0,,3.0,,,,4.0,0.0,14.0,4.0,0.0,p
2.0,1,1,1,17,5,,,,,,,,,,,data/pcs5.csv,4,50,,,1.0,4.0,3.0,,,3.0,,12.0,,,,6.0,1.0,2.0,3.0,0.0,k
2.0,1,2,1,23,7,,,,,,,,,,,data/pcs5.csv,4,51,,,1.0,4.0,3.0,,,6.0,,16.0,,,,16.0,2.0,2.0,8.0,0.0,p
3.0,3,4,3,2,4,,,,,,,,,,,data/pcs5.csv,4,52,,,3.0,2.0,1.0,,,4.0,,4.0,,,,4.0,14.0,9.0,3.0,0.0,k
3.0,3,5,3,4,7,,,,,,,,,,,data/pcs5.csv,4,53,,,7.0,2.0,1.0,,,10.0,,4.0,,,,4.0,24.0,14.0,4.0,0.0,p
2.0,6,3,8,2,10,,,,,,,,,,,data/pcs5.csv,4,54,,,8.0,2.0,3.0,,,0.0,,1.0,,,,5.0,1.0,6.0,1.0,1.0,k
2.0,7,3,18,2,15,,,,,,,,,,,data/pcs5.csv,4,55,,,10.0,2.0,4.0,,,0.0,,1.0,,,,11.0,1.0,10.0,4.0,1.0,p
4.0,4,4,1,11,0,,,,,,,,,,,data/pcs5.csv,4,56,,,11.0,0.0,3.0,,,1.0,,3.0,,,,1.0,6.0,0.0,6.0,1.0,k
4.0,5,10,2,15,0,,,,,,,,,,,data/pcs5.csv,4,57,,,21.0,2.0,3.0,,,1.0,,3.0,,,,1.0,11.0,0.0,9.0,1.0,p
0.0,4,1,8,7,0,,,,,,,,,,,data/pcs5.csv,4,58,,,5.0,4.0,0.0,,,0.0,,5.0,,,,4.0,2.0,13.0,6.0,1.0,k
0.0,10,1,13,8,0,,,,,,,,,,,data/pcs5.csv,4,59,,,5.0,7.0,1.0,,,0.0,,9.0,,,,4.0,2.0,23.0,8.0,1.0,p
3.0,10,3,1,0,6,,,,,,,,,,,data/pcs5.csv,4,60,,,10.0,1.0,1.0,,,1.0,,5.0,,,,3.0,1.0,7.0,5.0,4.0,k
7.0,20,3,1,3,8,,,,,,,,,,,data/pcs5.csv,4,61,,,11.0,1.0,1.0,,,1.0,,10.0,,,,3.0,1.0,13.0,5.0,5.0,p
3.0,1,2,3,2,10,,,,,,,,,,,data/pcs5.csv,4,62,,,10.0,4.0,11.0,,,2.0,,0.0,,,,5.0,2.0,1.0,2.0,1.0,k
5.0,2,2,3,2,15,,,,,,,,,,,data/pcs5.csv,4,63,,,16.0,7.0,21.0,,,2.0,,1.0,,,,5.0,2.0,1.0,2.0,5.0,p
7.0,5,5,2,0,1,,,,,,,,,,,data/pcs5.csv,4,64,,,2.0,1.0,5.0,,,0.0,,9.0,,,,5.0,3.0,3.0,6.0,5.0,k
10.0,11,6,2,0,1,,,,,,,,,,,data/pcs5.csv,4,65,,,2.0,1.0,10.0,,,0.0,,19.0,,,,5.0,5.0,4.0,10.0,5.0,p
8.0,4,8,8,4,4,,,,,,,,,,,data/pcs5.csv,4,66,,,4.0,1.0,0.0,,,3.0,,6.0,,,,5.0,1.0,0.0,1.0,1.0,k
14.0,6,13,18,8,7,,,,,,,,,,,data/pcs5.csv,4,67,,,4.0,1.0,0.0,,,3.0,,7.0,,,,5.0,2.0,0.0,1.0,1.0,p
5.0,1,2,6,1,4,,,,,,,,,,,data/pcs5.csv,4,68,,,4.0,0.0,2.0,,,0.0,,14.0,,,,1.0,5.0,6.0,3.0,2.0,k
11.0,3,2,6,1,5,,,,,,,,,,,data/pcs5.csv,4,69,,,9.0,0.0,3.0,,,0.0,,24.0,,,,1.0,9.0,9.0,3.0,2.0,p
5.0,2,5,9,16,0,,,,,,,,,,,data/pcs5.csv,4,70,,,1.0,0.0,6.0,,,2.0,,2.0,,,,4.0,3.0,3.0,1.0,1.0,k
6.0,8,5,14,26,0,,,,,,,,,,,data/pcs5.csv,4,71,,,4.0,0.0,10.0,,,2.0,,2.0,,,,5.0,3.0,3.0,3.0,1.0,p
